message,subject,complaint_text,intent,category
Not pick up my product under timeline pick up request date   but now till date not pickup,,Not pick up my product under timeline pick up request date but now till date not pickup,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thx a lot Ajit Sir for helping me,,Thx a lot Ajit Sir for helping me,Fraudulent User,SECURITY_CONCERN
V good,,V good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Install my bed by today .. its already very late since you have delayed,,Install my bed by today .. its already very late since you have delayed,Installation/demo,PRODUCT_ISSUE
Satisfied with customer care service,,Satisfied with customer care service,Damaged,PRODUCT_ISSUE
Kya ghatiya agent he ek problem solve nahi kr sakte,,Kya ghatiya agent he ek problem solve nahi kr sakte,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Please create a system to change  address  when the product is shipped,,Please create a system to change address when the product is shipped,Not Needed,REFUND_REQUEST
Good job,,Good job,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Happy customer,,Happy customer,Return request,REFUND_REQUEST
make delivery team responsiable.,,make delivery team responsiable.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Nice ??,,Nice ??,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Resolve my solution soon,,Resolve my solution soon,Installation/demo,PRODUCT_ISSUE
"My query not yet resolved. During call, excutive told me she has raised request but she never raised any ticket and shared with me. Totally wasted of time to call Shopzilla support team.",,"My query not yet resolved. During call, excutive told me she has raised request but she never raised any ticket and shared with me. Totally wasted of time to call Shopzilla support team.",Return request,REFUND_REQUEST
Good,,Good,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Excellent service ??,,Excellent service ??,Delayed,DELIVERY_SHIPPING_PROBLEM
Contact person was very responsive.He listened me very patiently.He did needful which he can do.,,Contact person was very responsive.He listened me very patiently.He did needful which he can do.,Fraudulent User,SECURITY_CONCERN
Thank you so much in my halp,,Thank you so much in my halp,Not Needed,REFUND_REQUEST
Nothing to say,,Nothing to say,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Ok,,Ok,Service Centres Related,SERVICE_QUALITY
good,,good,Delayed,DELIVERY_SHIPPING_PROBLEM
Time pass   hai,,Time pass hai,Not Needed,REFUND_REQUEST
Very good,,Very good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Not happy with the resolution provided,,Not happy with the resolution provided,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very bad,,Very bad,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Product Specific Information,PRODUCT_ISSUE
Issue pending for long,,Issue pending for long,Delayed,DELIVERY_SHIPPING_PROBLEM
Bengali Language should included in call settings in customer help line,,Bengali Language should included in call settings in customer help line,Fraudulent User,SECURITY_CONCERN
Very bad coustomer support not given proper information,,Very bad coustomer support not given proper information,Installation/demo,PRODUCT_ISSUE
Good ??,,Good ??,Return request,REFUND_REQUEST
Very good services,,Very good services,Wrong,PRODUCT_ISSUE
"useless customer support executive, either they ability to understand customer issue or capability to resolve same. just waste of Shopzilla money and customer time",,"useless customer support executive, either they ability to understand customer issue or capability to resolve same. just waste of Shopzilla money and customer time",Seller Cancelled Order,DELIVERY_SHIPPING_PROBLEM
support was very good ??,,support was very good ??,Return request,REFUND_REQUEST
Difficult to reach customer support,,Difficult to reach customer support,Fraudulent User,SECURITY_CONCERN
Hmmm,,Hmmm,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
My problem is solve thank you,,My problem is solve thank you,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Some products has no return policy but the product not same as shown,,Some products has no return policy but the product not same as shown,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thankyou so much,,Thankyou so much,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Very poor Service,,Very poor Service,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
5star,,5star,General Enquiry,OTHER
The Customer Service Agent Is very Good and has solved my problem immediately ??,,The Customer Service Agent Is very Good and has solved my problem immediately ??,Return request,REFUND_REQUEST
Once you confirmed delivery date pls delivery in on time How many times changed the delivery date and especially this order delivery is very bad I never expect this problem it will be reduced your business growth,,Once you confirmed delivery date pls delivery in on time How many times changed the delivery date and especially this order delivery is very bad I never expect this problem it will be reduced your business growth,Delayed,DELIVERY_SHIPPING_PROBLEM
Thanks for all communication is the very helpful,,Thanks for all communication is the very helpful,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Never pick up my product?,,Never pick up my product?,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Everything is good,,Everything is good,Return request,REFUND_REQUEST
Yes ??,,Yes ??,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very good,,Very good,Refund Enquiry,REFUND_REQUEST
Very good,,Very good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
You can claim the coupon after deliveryHow to claim?  THE LINK IS NOT WORKING  it is saying https://www.Shopzilla.com/spotify-premium-1-aq27di-store,,You can claim the coupon after deliveryHow to claim? THE LINK IS NOT WORKING it is saying https://www.Shopzilla.com/spotify-premium-1-aq27di-store,Product Specific Information,PRODUCT_ISSUE
Thank you but my issu is no resolved ????,,Thank you but my issu is no resolved ????,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
I am happy for cosutomer support,,I am happy for cosutomer support,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Everything is fine but why you disconnected my call I'm unable to give this feedback as  I'm confused if this is for previously connected ma'am or jayveerIam giving you 1 star ? jayveer only for the reason that you disconnected my call.,,Everything is fine but why you disconnected my call I'm unable to give this feedback as I'm confused if this is for previously connected ma'am or jayveerIam giving you 1 star ? jayveer only for the reason that you disconnected my call.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Jitni   order delivery   aata he utna   pickup   bhi aana chahiye 4 bar order   nhi karna pde,,Jitni order delivery aata he utna pickup bhi aana chahiye 4 bar order nhi karna pde,UnProfessional Behaviour,SERVICE_QUALITY
Every thing was godd,,Every thing was godd,Not Needed,REFUND_REQUEST
Your service is very poor as I ordered one product since one and half months ago and the item not yet received and you are not taking any proper action,,Your service is very poor as I ordered one product since one and half months ago and the item not yet received and you are not taking any proper action,Delayed,DELIVERY_SHIPPING_PROBLEM
Exlent good job,,Exlent good job,Not Needed,REFUND_REQUEST
Good ????,,Good ????,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Helpline service best,,Helpline service best,General Enquiry,OTHER
Good job,,Good job,Seller Cancelled Order,DELIVERY_SHIPPING_PROBLEM
Call hold nahi karna chahiye,,Call hold nahi karna chahiye,Affiliate Offers,OTHER
My problem not solv,,My problem not solv,Installation/demo,PRODUCT_ISSUE
Good work Shopzilla u need more person as same as he He was great doing wellHe is working on quality not quantity ok u need more employees as same as he I just forgot his name but he was great,,Good work Shopzilla u need more person as same as he He was great doing wellHe is working on quality not quantity ok u need more employees as same as he I just forgot his name but he was great,Fraudulent User,SECURITY_CONCERN
Very good conversation,,Very good conversation,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good service,,Good service,Delayed,DELIVERY_SHIPPING_PROBLEM
No commentsThanks,,No commentsThanks,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Extremely bad experience with customer care executive,,Extremely bad experience with customer care executive,Delayed,DELIVERY_SHIPPING_PROBLEM
Thank you,,Thank you,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Not ???? good,,Not ???? good,Delayed,DELIVERY_SHIPPING_PROBLEM
Thank you customer service,,Thank you customer service,Product Specific Information,PRODUCT_ISSUE
All products of Shopzilla is duplicate,,All products of Shopzilla is duplicate,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Delivery service is poor now a days,,Delivery service is poor now a days,General Enquiry,OTHER
Worst customer service,,Worst customer service,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Your are doing a amazing job for rescue our time and energy but please do it with some care TQ ??,,Your are doing a amazing job for rescue our time and energy but please do it with some care TQ ??,Return request,REFUND_REQUEST
I am happy with the support received.,,I am happy with the support received.,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Ok,,Ok,Delayed,DELIVERY_SHIPPING_PROBLEM
The call got disconnected in less than 30 seconds and I didn\u2019t receive any call-back yet,,The call got disconnected in less than 30 seconds and I didn\u2019t receive any call-back yet,Product Specific Information,PRODUCT_ISSUE
If someone needs something urgent you should make policies for them.,,If someone needs something urgent you should make policies for them.,Priority delivery,DELIVERY_SHIPPING_PROBLEM
My problem not solved,,My problem not solved,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Nice ??,,Nice ??,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Customer care in Other language,,Customer care in Other language,Return request,REFUND_REQUEST
Thank you,,Thank you,Installation/demo,PRODUCT_ISSUE
Some time product gives damage and. Song time product are give good,,Some time product gives damage and. Song time product are give good,Product Specific Information,PRODUCT_ISSUE
Great communication with Shopzilla service..they are really genuine towards their work... Hope for the best..,,Great communication with Shopzilla service..they are really genuine towards their work... Hope for the best..,Product related Issues,PRODUCT_ISSUE
Help less support,,Help less support,Not Needed,REFUND_REQUEST
I understand,,I understand,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
good,,good,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Nice,,Nice,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
"Thanks Shopzilla your policies is best.but supported companies delivered wrong product, please insure that they delivered good quality products.",,"Thanks Shopzilla your policies is best.but supported companies delivered wrong product, please insure that they delivered good quality products.",Return request,REFUND_REQUEST
OKYE NYC,,OKYE NYC,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Fraudulent User,SECURITY_CONCERN
Good idia to talk with customer,,Good idia to talk with customer,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Excellent ??,,Excellent ??,Installation/demo,PRODUCT_ISSUE
"From last three times you are providing worst of worst service... cancelled my order without informing me, cancelled my return order without any concern....I will never order any product from Shopzilla now....not from me and not from my nearest one",,"From last three times you are providing worst of worst service... cancelled my order without informing me, cancelled my return order without any concern....I will never order any product from Shopzilla now....not from me and not from my nearest one",Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
"The biggest problem is that nothing is updated here and even when you call your customer care, they do not know anything.",,"The biggest problem is that nothing is updated here and even when you call your customer care, they do not know anything.",Not Needed,REFUND_REQUEST
Bohot acha,,Bohot acha,Refund Enquiry,REFUND_REQUEST
Nice,,Nice,Installation/demo,PRODUCT_ISSUE
Please don't send used and copy product,,Please don't send used and copy product,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Make the members well trained first,,Make the members well trained first,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
"Don't permanent block customers paylater I'd without customer's mistake,",,"Don't permanent block customers paylater I'd without customer's mistake,",General Enquiry,OTHER
..,,..,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Love you Shopzilla,,Love you Shopzilla,Shopzila Premium Related,SUBSCRIPTION_ISSUE
Suprb,,Suprb,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Nice experience.,,Nice experience.,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Service is very good,,Service is very good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Product achcha nahin lag raha hai,,Product achcha nahin lag raha hai,Not Needed,REFUND_REQUEST
Thank you for your information,,Thank you for your information,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
